File,Method Name,Cyclomatic Complexity,Source Lines of Code,Mutant Density
3rdparty/protobuf/src/google/protobuf/descriptor.cc, EnumValueToPascalCase, 3, 18, 3
3rdparty/protobuf/src/google/protobuf/descriptor.cc, AllocRawInternal, 9, 32, 16
3rdparty/protobuf/src/google/protobuf/descriptor.cc, RelocateToUsedList, 4, 17, 8
3rdparty/protobuf/src/google/protobuf/descriptor.cc, FindSymbol, 1, 6, 2
3rdparty/protobuf/src/google/protobuf/descriptor.cc, FindNestedSymbol, 1, 8, 2
3rdparty/protobuf/src/google/protobuf/descriptor.cc, FindByNameHelper, 9, 25, 6
3rdparty/protobuf/src/google/protobuf/descriptor.cc, FindFieldByNumber, 4, 12, 9
3rdparty/protobuf/src/google/protobuf/descriptor.cc, FindParentForFieldsByMap, 2, 12, 2
3rdparty/protobuf/src/google/protobuf/descriptor.cc, FindEnumValueByNumber, 3, 14, 8
3rdparty/protobuf/src/google/protobuf/descriptor.cc, AddFieldByNumber, 4, 10, 10
3rdparty/protobuf/src/google/protobuf/descriptor.cc, AddEnumValueByNumber, 2, 8, 6
3rdparty/protobuf/src/google/protobuf/descriptor.cc, AllocateBytes, 1, 4, 3
3rdparty/protobuf/src/google/protobuf/descriptor.cc, InternalIsFileLoaded, 0, 4, 2
3rdparty/protobuf/src/google/protobuf/descriptor.cc, FindFileByName, 6, 19, 10
3rdparty/protobuf/src/google/protobuf/descriptor.cc, FindFileContainingSymbol, 6, 20, 6
3rdparty/protobuf/src/google/protobuf/descriptor.cc, FindExtensionByNumber, 9, 31, 17
3rdparty/protobuf/src/google/protobuf/descriptor.cc, InternalFindExtensionByNumberNoLock, 4, 13, 9
3rdparty/protobuf/src/google/protobuf/descriptor.cc, FindExtensionByPrintableName, 10, 23, 16
3rdparty/protobuf/src/google/protobuf/descriptor.cc, FindAllExtensions, 7, 26, 11
3rdparty/protobuf/src/google/protobuf/descriptor.cc, FindFieldByNumber, 2, 8, 2
3rdparty/protobuf/src/google/protobuf/descriptor.cc, FindFieldByLowercaseName, 2, 10, 2
3rdparty/protobuf/src/google/protobuf/descriptor.cc, FindFieldByCamelcaseName, 2, 10, 2
3rdparty/protobuf/src/google/protobuf/descriptor.cc, FindFieldByName, 2, 5, 2
3rdparty/protobuf/src/google/protobuf/descriptor.cc, FindExtensionByName, 2, 6, 2
3rdparty/protobuf/src/google/protobuf/descriptor.cc, FindExtensionByLowercaseName, 2, 10, 2
3rdparty/protobuf/src/google/protobuf/descriptor.cc, FindExtensionByCamelcaseName, 2, 10, 2
3rdparty/protobuf/src/google/protobuf/descriptor.cc, FindExtensionByName, 2, 6, 2
3rdparty/protobuf/src/google/protobuf/descriptor.cc, FindExtensionByLowercaseName, 2, 9, 2
3rdparty/protobuf/src/google/protobuf/descriptor.cc, FindExtensionByCamelcaseName, 2, 9, 2
3rdparty/protobuf/src/google/protobuf/descriptor.cc, CopyTo, 1, 8, 2
3rdparty/protobuf/src/google/protobuf/descriptor.cc, FindReservedRangeContainingNumber, 3, 9, 6
3rdparty/protobuf/src/google/protobuf/descriptor.cc, TryFindFileInFallbackDatabase, 4, 13, 7
3rdparty/protobuf/src/google/protobuf/descriptor.cc, IsSubSymbolOfBuiltType, 5, 18, 8
3rdparty/protobuf/src/google/protobuf/descriptor.cc, TryFindSymbolInFallbackDatabase, 6, 16, 9
3rdparty/protobuf/src/google/protobuf/descriptor.cc, TryFindExtensionInFallbackDatabase, 4, 16, 6
3rdparty/protobuf/src/google/protobuf/descriptor.cc, DefaultValueAsString, 13, 37, 3
3rdparty/protobuf/src/google/protobuf/descriptor.cc, CopyTo, 10, 29, 4
3rdparty/protobuf/src/google/protobuf/descriptor.cc, CopyJsonNameTo, 4, 13, 6
3rdparty/protobuf/src/google/protobuf/descriptor.cc, CopySourceCodeInfoTo, 2, 6, 2
3rdparty/protobuf/src/google/protobuf/descriptor.cc, CopyTo, 9, 32, 2
3rdparty/protobuf/src/google/protobuf/descriptor.cc, CopyJsonNameTo, 6, 17, 9
3rdparty/protobuf/src/google/protobuf/descriptor.cc, CopyTo, 13, 43, 9
3rdparty/protobuf/src/google/protobuf/descriptor.cc, CopyTo, 1, 6, 2
3rdparty/protobuf/src/google/protobuf/descriptor.cc, CopyTo, 4, 17, 2
3rdparty/protobuf/src/google/protobuf/descriptor.cc, CopyTo, 1, 7, 2
3rdparty/protobuf/src/google/protobuf/descriptor.cc, CopyTo, 2, 9, 2
3rdparty/protobuf/src/google/protobuf/descriptor.cc, CopyTo, 5, 20, 2
3rdparty/protobuf/src/google/protobuf/descriptor.cc, RetrieveOptionsAssumingRightPool, 7, 42, 2
3rdparty/protobuf/src/google/protobuf/descriptor.cc, AddPostComment, 2, 5, 3
3rdparty/protobuf/src/google/protobuf/descriptor.cc, DebugStringWithOptions, 15, 80, 20
3rdparty/protobuf/src/google/protobuf/descriptor.cc, GetSourceLocation, 5, 23, 9
3rdparty/protobuf/src/google/protobuf/descriptor.cc, is_packed, 5, 8, 7
3rdparty/protobuf/src/google/protobuf/descriptor.cc, GetLocationPath, 2, 16, 2
3rdparty/protobuf/src/google/protobuf/descriptor.cc, get_is_placeholder, 1, 3, 2
3rdparty/protobuf/src/google/protobuf/descriptor.cc, assert_mutex_held, 1, 5, 2
3rdparty/protobuf/src/google/protobuf/descriptor.cc, BuildFileFromDatabase, 2, 14, 5
3rdparty/protobuf/src/google/protobuf/descriptor.cc, AddError, 2, 16, 2
3rdparty/protobuf/src/google/protobuf/descriptor.cc, AddNotDefinedError, 4, 31, 4
3rdparty/protobuf/src/google/protobuf/descriptor.cc, AddWarning, 1, 11, 2
3rdparty/protobuf/src/google/protobuf/descriptor.cc, IsInPackage, 2, 6, 6
3rdparty/protobuf/src/google/protobuf/descriptor.cc, RecordPublicDependencies, 4, 6, 2
3rdparty/protobuf/src/google/protobuf/descriptor.cc, FindSymbolNotEnforcingDepsHelper, 6, 14, 4
3rdparty/protobuf/src/google/protobuf/descriptor.cc, FindSymbolNotEnforcingDeps, 2, 9, 5
3rdparty/protobuf/src/google/protobuf/descriptor.cc, FindSymbol, 9, 22, 10
3rdparty/protobuf/src/google/protobuf/descriptor.cc, LookupSymbolNoPlaceholder, 11, 49, 14
3rdparty/protobuf/src/google/protobuf/descriptor.cc, ValidateQualifiedName, 11, 16, 24
3rdparty/protobuf/src/google/protobuf/descriptor.cc, NewPlaceholderWithMutexHeld, 7, 75, 17
3rdparty/protobuf/src/google/protobuf/descriptor.cc, AddSymbol, 8, 42, 12
3rdparty/protobuf/src/google/protobuf/descriptor.cc, AddPackage, 5, 29, 11
3rdparty/protobuf/src/google/protobuf/descriptor.cc, ValidateSymbolName, 9, 17, 21
3rdparty/protobuf/src/google/protobuf/descriptor.cc, AddRecursiveImportError, 2, 16, 3
3rdparty/protobuf/src/google/protobuf/descriptor.cc, AddImportError, 1, 12, 2
3rdparty/protobuf/src/google/protobuf/descriptor.cc, ExistingFileMatchesProto, 2, 11, 5
3rdparty/protobuf/src/google/protobuf/descriptor.cc, BuildFile, 11, 40, 12
3rdparty/protobuf/src/google/protobuf/descriptor.cc, BuildFileImpl, 48, 178, 41
3rdparty/protobuf/src/google/protobuf/descriptor.cc, BuildMessage, 28, 124, 38
3rdparty/protobuf/src/google/protobuf/descriptor.cc, BuildFieldOrExtension, 55, 229, 49
3rdparty/protobuf/src/google/protobuf/descriptor.cc, BuildExtensionRange, 4, 28, 6
3rdparty/protobuf/src/google/protobuf/descriptor.cc, BuildReservedRange, 1, 10, 3
3rdparty/protobuf/src/google/protobuf/descriptor.cc, BuildReservedRange, 1, 10, 3
3rdparty/protobuf/src/google/protobuf/descriptor.cc, CheckEnumValueUniqueness, 5, 30, 8
3rdparty/protobuf/src/google/protobuf/descriptor.cc, BuildEnum, 18, 86, 21
3rdparty/protobuf/src/google/protobuf/descriptor.cc, BuildEnumValue, 5, 45, 2
3rdparty/protobuf/src/google/protobuf/descriptor.cc, CrossLinkFile, 5, 18, 2
3rdparty/protobuf/src/google/protobuf/descriptor.cc, CrossLinkMessage, 24, 89, 26
3rdparty/protobuf/src/google/protobuf/descriptor.cc, CrossLinkExtensionRange, 1, 8, 2
3rdparty/protobuf/src/google/protobuf/descriptor.cc, CrossLinkField, 42, 192, 47
3rdparty/protobuf/src/google/protobuf/descriptor.cc, CrossLinkEnum, 2, 9, 2
3rdparty/protobuf/src/google/protobuf/descriptor.cc, CrossLinkEnumValue, 1, 8, 2
3rdparty/protobuf/src/google/protobuf/descriptor.cc, CrossLinkService, 2, 9, 2
3rdparty/protobuf/src/google/protobuf/descriptor.cc, CrossLinkMethod, 7, 44, 8
3rdparty/protobuf/src/google/protobuf/descriptor.cc, ValidateFileOptions, 4, 24, 2
3rdparty/protobuf/src/google/protobuf/descriptor.cc, ToLowercaseWithoutUnderscores, 4, 13, 9
3rdparty/protobuf/src/google/protobuf/descriptor.cc, ValidateProto3Message, 8, 39, 5
3rdparty/protobuf/src/google/protobuf/descriptor.cc, ValidateProto3Field, 9, 32, 10
3rdparty/protobuf/src/google/protobuf/descriptor.cc, ValidateProto3Enum, 2, 8, 6
3rdparty/protobuf/src/google/protobuf/descriptor.cc, ValidateMessageOptions, 3, 22, 3
3rdparty/protobuf/src/google/protobuf/descriptor.cc, ValidateFieldOptions, 21, 56, 14
